ID,Languoid_ID,Lemma_ID,Form,Meaning,Comment,Source
W-934,pkn,L-225,*er,thirst,comment,jakobiA[no. 397]
W-935,mei,L-225,éer,thirst,comment,werner1993[88]
W-936,dgl,L-225,essin-éer,thirst (of water),comment,armbruster1965[67]
W-1077,xnz,L-226,uk,bellen,comment,massenbach1962[221]
W-1078,dgl,L-226,úukk(i),to bark,comment,armbruster1965[208]
W-937,onw,L-226,"ok, ook, og",to call,comment,OND[123]
W-938,fia,L-226,"og, ug",rufen,comment,reinisch1879[131]
W-939,pkn,L-226,"*og-, *ʊʃ-",to call,comment,jakobiA[no. 136]
W-940,fia,L-227,ok,"am abhang stehen, sizen, sich auf einem gegenstande befinden",comment,reinisch1879[132]
W-941,onw,L-227,"ok, ók, og","to stand, be (over)",comment,OND[124]
W-944,onw,L-228,ol(l),to hang (intr),comment,OND[125]
W-945,fia,L-228,oll,"hängen, aufhängen",comment,reinisch1879[133]
W-946,dgl,L-228,sóll(i),"get suspended, hang",comment,armbruster1965[180]
W-947,xnz,L-228,solli,"hängen, sich vorbeugen um etwas zu sehen",comment,massenbach1962[209]
W-948,pkn,L-228,*kuɟ,to hang up,comment,jakobiA[no. 256]
W-949,mei,L-228,ùccìrhêm,to hang (tr),comment,werner1993[137]
W-950,onw,L-229,om,"to count, reckon",comment,OND[125]
W-951,fia,L-229,oom,zälen,comment,reinisch1879[133]
W-2412,mei,L-23,ə́ərhèm,to do,comment,werner1993[142]
W-2413,pkn,L-23,*ɪr,to do ,comment,jakobiA[no. 0]
W-2744,pnu,L-23,"*aar-, W *eer-",,comment,rilly2010[no. 65]
W-66,onw,L-23,"a(u)ou, aw","to do, make",comment,OND[13]
W-67,fia,L-23,āw,"tun, machen",comment,khalil1996a[24]
W-68,dgl,L-23,āu,"to do, perform",comment,armbruster1965[23]
W-69,xnz,L-23,āu,,comment,
W-2171,fia,L-230,m-oon,"nicht wollen, verhassen",comment,khalil1996a[71]
W-2909,pnu,L-230,*oon,cf. to hate,comment,rilly2010[no. 3]
W-952,onw,L-230,"on, oun /o:n/",to love,comment,OND[125]
W-953,mei,L-230,óo(n)-hèm,to love,comment,werner1993[109]
W-955,mei,L-230,óonéenyí,"love, loving",comment,werner1993[26]
W-956,mei,L-230,òonárdí,love,comment,werner1993[26]
W-2319,pkn,L-231,*ɔndu,"male donkey, rottlandjakobi1991",comment,
W-2905,pnu,L-231,*ondi < *on-ti?,,comment,rilly2010[no. 6]
W-958,onw,L-231,ondi,"male camel, hapax",comment,OND[126]
W-959,fia,L-231,ondi,männchen bei tieren,comment,reinisch1879[134]
W-960,dgl,L-231,óndi,male,comment,armbruster1965[162]
W-961,xnz,L-231,ondi,männlich,comment,massenbach1962[203]
W-962,mei,L-231,óndí,male camel,comment,werner1993[109]
W-2074,brk,L-232,"úr, pl. ùr",head,comment,thelwall1977[202]
W-2075,mei,L-232,òr,head,comment,werner1993[109]
W-2257,onw,L-232,our,head,comment,OND[139]
W-2258,mei,L-232,orr,head,comment,macmichael1918[53]
W-2291,brk,L-232,urr,head,comment,macmichael1920[205]
W-2942,pnu,L-232,*ur,,comment,rilly2010[no. 180]
W-753,mei,L-232,òró,face,comment,werner1993[110]
W-963,mei,L-232,òr,head,comment,werner1993[109]
W-968,dgl,L-232,úr,head,comment,armbruster1965[211]
W-969,xnz,L-232,ur,Kopf,comment,massenbach1962[221]
W-971,fia,L-232,ur,kopf,comment,reinisch1879[173]
W-972,pkn,L-232,*or,head,comment,jakobiA[no. 3]
W-977,mei,L-232,órré,"in front of, in past",comment,werner1993[110]
W-978,onw,L-232,orrere,before,comment,OND[128]
W-965,dgl,L-233,ór,king,comment,armbruster1965[163]
W-966,xnz,L-233,or,König,comment,massenbach1962[203]
W-967,onw,L-233,ourou,king,comment,OND[140]
W-970,fia,L-233,uru,"melik, könig, fürst",comment,reinisch1879[174]
W-973,onw,L-234,oro,south(ern),comment,OND[127]
W-974,fia,L-234,"orro, óro","süd, der süden",comment,reinisch1879[135]
W-975,dgl,L-234,óŋgo,south,comment,armbruster1965[163]
W-976,xnz,L-234,ongo,Süd,comment,massenbach1962[203]
W-2342,onw,L-235,orti,livestock,comment,OND[128]
W-2343,onw,L-235,ourt,possession,comment,OND[141]
W-2344,mei,L-235,ùrtì,"luggage, possessions, load",comment,werner1993[138]
W-2865,pnu,L-235,*kur ~ *ur(-ti),,comment,rilly2010[no. 120]
W-536,pkn,L-235,*or-t̪i/-t̪ʊ,sheep,comment,jakobiA[no. 287]
W-979,onw,L-235,ort(i),livestock,comment,OND[128]
W-980,onw,L-235,ourt(i),possession,comment,OND[141]
W-982,fia,L-235,"urt, úrti","sache, gegenstand, gut, have, etwas",comment,reinisch1879[174]
W-983,dgl,L-235,úrt(i),"possession, property; goat, sheep, flock",comment,armbruster1965[211]
W-984,xnz,L-235,úrdii,"Ding, Besitz, Gepäck",comment,massenbach1962[222]
W-985,onw,L-236,"os, oos","to take out, take off, release",comment,OND[128]
W-986,xnz,L-236,óos,"herausnehmen, losmachen. retten",comment,massenbach1962[204]
W-987,fia,L-236,os,"wegnemen, herausnemen; herausfüren",comment,reinisch1879[135]
W-988,dgl,L-236,óos,to cause to issue,comment,armbruster1965[164]
W-2105,brk,L-237,iɟiŋooldi,nine,comment,thelwall1977[204]
W-2106,pkn,L-237,*wid̪d̪-?,nine,comment,jakobiA[no. 495]
W-2190,mei,L-237,ukuddi,nine,comment,macmichael1918[51]
W-2191,mei,L-237,úkúdí,nine,comment,werner1993[137]
W-2192,brk,L-237,ijmoldi,nine,comment,macmichael1920[198]
W-2835,pnu,L-237,*iskolda ~ *oskolda,,comment,rilly2010[no. 121]
W-991,onw,L-237,oskota,nine,comment,OND[129]
W-992,dgl,L-237,ískood,nine,comment,armbruster1965[112]
W-993,xnz,L-237,iskóod,neun,comment,massenbach1962[177]
W-994,fia,L-237,óskod,Neun,comment,reinisch1879[]
W-1000,xnz,L-238,núgud,Sklave,comment,massenbach1962[202]
W-1001,xnz,L-238,nógo,Sklavin,comment,massenbach1962[201]
W-2401,onw,L-238,noukout,"slave, in proper names",comment,
W-2402,onw,L-238,kouda,"slave, in proper names",comment,
W-2885,pnu,L-238,"*nogu, sg. *nogu-di",,comment,rilly2010[no. 60]
W-995,onw,L-238,ošš,"slave, pre-Nubian?",comment,OND[129]
W-996,fia,L-238,oši,"sklave, pre-Nubian?",comment,reinisch1879[136]
W-997,pkn,L-238,"*dog-ud̪, pl. *dog",slave,comment,jakobiA[no. 132 b]
W-998,dgl,L-238,nógo,female slave,comment,armbruster1965[156]
W-999,dgl,L-238,núgud,male slave,comment,armbruster1965[157]
W-1002,onw,L-239,"oñ, ouñ",to weep,comment,OND[129]
W-1003,onw,L-239,oñ,tear,comment,OND[129]
W-1004,fia,L-239,oñ,"weinen, schluchzend weinen",comment,reinisch1879[134]
W-1005,dgl,L-239,óñ,"to weep aloud, wail, cry",comment,armbruster1965[163]
W-1006,mei,L-239,òor-hèm,to weep,comment,werner1993[110]
W-1007,dil,L-239,ʊ́ɲêːl (pl),tears,comment,jakobiA[no. 14]
W-1008,kdu,L-239,ʊ̀ɲʊ̀l,tear,comment,jakobiA[no. 14]
W-2587,xnz,L-239,oi,weinen,comment,massenbach1962[203]
W-2588,xnz,L-239,óyi,die Klage,comment,massenbach1962[203]
W-2906,pnu,L-239,*oɲ-,,comment,rilly2010[no. 148]
W-1011,onw,L-240,ou(ou),"to shout, proclaim",comment,OND[130]
W-1012,xnz,L-240,úuwe,rufen,comment,massenbach1962[223]
W-1013,dgl,L-240,úuwe,"to call, sumon",comment,armbruster1965[213]
W-1014,onw,L-241,ouar,"to spring, hurl, throw",comment,OND[130]
W-1015,xnz,L-241,wár,"hüpfen, springen",comment,massenbach1962[223]
W-1016,dgl,L-241,wár,"to jump, leap, spring",comment,armbruster1965[215]
W-1017,fia,L-241,war,"springen, hüpfen; bespringen",comment,reinisch1879[179]
W-1018,mei,L-241,ə̀ddə̀rhêm,to jump,comment,werner1993[141]
W-1019,xnz,L-242,báal,"Sinn, Gedächtnis",comment,massenbach1962[148]
W-1020,xnz,L-242,báalee,sich kümmern um,comment,massenbach1962[148]
W-1021,onw,L-242,oual,to concern oneself with (unlikely),comment,OND[130]
W-1022,dgl,L-242,báal,"attention, mind",comment,armbruster1965[28]
W-1023,onw,L-243,ouall,morning,comment,OND[130]
W-1024,fia,L-243,wállo,morgen,comment,reinisch1879[179]
W-1076,abu,L-243,álʊ̀gʊ̀n,tomorrow,comment,jakobiA[no. 528]
W-1025,onw,L-244,"ouaou, ouaei, wau",to sail,comment,OND[131]
W-1026,fia,L-244,way,fliegen ?,comment,reinisch1879[180]
W-1027,xnz,L-244,wáaw,"rudern, übersetzen",comment,massenbach1962[224]
W-1028,dgl,L-244,wáau,"to row, peddle",comment,armbruster1965[216]
W-1029,onw,L-245,ouati,wadi,comment,OND[131]
W-1030,mei,L-245,pàadí,"wadi, small riverbed",comment,werner1993[111]
W-1031,fia,L-245,waadi,das tal,comment,reinisch1879[178]
W-1032,xnz,L-245,wáadi,"Tal, Dorfbezirk, Land",comment,massenbach1962[223]
W-1033,onw,L-246,oudm,dark(ness),comment,OND[131]
W-1034,fia,L-246,urum,"schwarz, indigo",comment,reinisch1879[175]
W-1035,xnz,L-246,urumme,"schwarz, finster",comment,massenbach1962[222]
W-1036,xnz,L-246,urmúud,"Unglück, wehe ?",comment,massenbach1962[222]
W-1037,dgl,L-246,úrum,black substance,comment,armbruster1965[212]
W-1038,dgl,L-246,urúmme,"black, dark, dark-coloured",comment,armbruster1965[212]
W-1996,brk,L-246,úudè,black,comment,thelwall1977[199]
W-2540,mei,L-246,údí,black,comment,werner1993[137]
W-2541,pkn,L-246,*ur-,black,comment,jakobiA[no. 582]
W-2943,pnu,L-246,*ur(r)-i,,comment,rilly2010[no. 123]
W-1039,mei,L-247,péecìrhèm,"to throw, send",comment,werner1993[114]
W-1040,onw,L-247,ouekk,to throw,comment,OND[132]
W-1041,fia,L-247,wirk,"werfen, umwerfen, wegwerfen",comment,reinisch1879[184]
W-1042,dgl,L-247,árk,"to cast, drop, throw",comment,armbruster1965[19]
W-1043,xnz,L-247,arki,"werfen, umwerfen",comment,massenbach1962[145]
W-2484,brk,L-247,mir,to throw,comment,
W-2485,pekn,L-247,*big,"to drop, throw down",comment,jakobiA[]
W-2954,pnu,L-247,"*wir-k, -j",,comment,rilly2010[no. 93]
W-1044,onw,L-248,"ouel, ouer","one, a, single, alone",comment,OND[132]
W-1045,fia,L-248,"wee, weei",ein,comment,reinisch1879[180]
W-1046,xnz,L-248,wéer,"eins, ein",comment,massenbach1962[225]
W-1047,dgl,L-248,wéer,"one, a, someone",comment,armbruster1965[219]
W-1048,mei,L-248,pèer,one,comment,werner1993[115]
W-1049,pkn,L-248,*bɛr,one,comment,jakobiA[no. 487]
W-2111,brk,L-248,meelug,one,comment,thelwall1977[204]
W-2175,brk,L-248,meirti,one,comment,macmichael1920[198]
W-2177,mei,L-248,pirr-ki,one,comment,macmichael1918[51]
W-2683,mei,L-248,péebèe,one another,comment,werner1993[114]
W-2684,fia,L-248,wee(r)wee(r),einer nach dem anderen,comment,khalil1996a[120]
W-2950,pnu,L-248,*weer,,comment,rilly2010[no. 186]
W-1050,onw,L-249,oueid,"to be far away, at a distance",comment,OND[134]
W-1051,fia,L-249,wiir,"weit, entfernt",comment,reinisch1879[184]
W-1052,dgl,L-249,warr(i),"distance, remoteness, far, distant",comment,armbruster1965[215]
W-1053,xnz,L-249,warri,weit entfernt,comment,massenbach1962[224]
W-331,mei,L-25,árdí,"friend, companion, uncertain",comment,werner1993[82]
W-332,dgl,L-25,tí-wri,friend < *tin-wri,comment,armbruster1965[200]
W-333,xnz,L-25,tí-wrii,"Freund, Genosse",comment,massenbach1962[218]
W-72,onw,L-25,aoue(ir),friend,comment,OND[14]
W-73,onw,L-25,aueit,friendship,comment,OND[14]
W-74,fia,L-25,a-wir,"Freund, Genosse",comment,reinisch1879[15]
W-75,xnz,L-25,a-wríi,Freund,comment,massenbach1962[147]
W-76,dgl,L-25,á-wri,"friend, < *an-wri",comment,armbruster1965[24]
W-1054,onw,L-250,"oueda, weda","back, again",comment,OND[134]
W-1055,fia,L-250,wiida,"wider, zurück, abermals",comment,reinisch1879[183]
W-2609,dgl,L-250,"wíde, widé","to turn (around, back)",comment,armbruster1965[220]
W-2610,xnz,L-250,wíide,zurückkehren,comment,massenbach1962[225]
W-2611,mei,L-250,páyhèm,to return,comment,werner1993[114]
W-2953,pnu,L-250,*wiid-,,comment,rilly2010[no. 157]
W-1056,onw,L-251,oueil,second,comment,OND[134]
W-1057,onw,L-251,ou(ei)t,second,comment,OND[134]
W-1058,fia,L-251,uwítti,der zweite,comment,reinisch1879[178]
W-1059,onw,L-252,ou(ei)sk,"to recompense, answer, speak against",comment,OND[134]
W-1060,fia,L-252,wisk,"tauchen, vertauchen",comment,reinisch1879[185]
W-1061,pkn,L-252,*ʈɔr,to exchange,comment,jakobiA[no. 387]
W-1062,dgl,L-252,éwir,to exhange,comment,armbruster1965[68]
W-1063,xnz,L-252,éwir,"tauchen, Geld wechseln",comment,massenbach1962[162]
W-1064,onw,L-253,"oueiñj, pl. ounjou-ri",star,comment,OND[135]
W-1065,fia,L-253,wínji,stern,comment,reinisch1879[184]
W-1066,dgl,L-253,wíssi,star,comment,armbruster1965[221]
W-1067,xnz,L-253,wissi,Stern,comment,massenbach1962[225]
W-1068,mei,L-253,ònyèdì,star,comment,werner1993[109]
W-1069,pkn,L-253,*on-t̪ʊ,star,comment,jakobiA[no. 434]
W-2130,brk,L-253,"waaɲdi, pl. waaɲe",star,comment,thelwall1977[205]
W-2248,brk,L-253,"wēndi, pl. wānyi",star,comment,macmichael1920[205]
W-2249,mei,L-253,ongyedi,star,comment,macmichael1918[52]
W-2907,pnu,L-253,"*oɲe ~ *wiɲe, sg. *oɲ(e)di ~ *wiɲ(e)di",,comment,rilly2010[no. 61]
W-1070,onw,L-254,ouk(ou)r,day,comment,OND[135]
W-1071,dgl,L-254,ugr-ées,day,comment,armbruster1965[208]
W-1072,xnz,L-254,"ugr-ees, ugr-os",Tage,comment,massenbach1962[221]
W-1073,fia,L-254,ugr-ees,tag,comment,reinisch1879[169]
W-1074,mei,L-254,ùud,day,comment,werner1993[137]
W-2489,pkn,L-254,*ugul,day,comment,
W-2938,pnu,L-254,*ugur,,comment,rilly2010[no. 95]
W-904,dgl,L-254,úgu,night,comment,armbruster1965[208]
W-905,xnz,L-254,úguu,"Nacht, Wetter, Alter, Leben",comment,massenbach1962[221]
W-1079,onw,L-255,oul(ou)g,"ear, leaf",comment,OND[136]
W-1080,fia,L-255,uk,das or,comment,reinisch1879[169]
W-1081,dgl,L-255,úlug,"ear, leaf",comment,armbruster1965[209]
W-1082,xnz,L-255,úlug,"Ohr, Griff, Henkel",comment,massenbach1962[221]
W-1083,mei,L-255,úlgí,ear,comment,werner1993[137]
W-1084,pkn,L-255,*ʊlc-,ear,comment,jakobiA[no. 15]
W-2027,brk,L-255,"oŋɛldi, pl. oŋɑle",ear ?,comment,thelwall1977[201]
W-2394,onw,L-255,oulg(i/a)r,to hear,comment,OND[136]
W-2937,pnu,L-255,"*ugul(e), sg. *ugul-di",,comment,rilly2010[no. 135]
W-1085,onw,L-256,oun,moon,comment,OND[137]
W-1086,fia,L-256,un-átti,der mond,comment,reinisch1879[171]
W-1087,dgl,L-256,"úun, un-átti","moon, month",comment,armbruster1965[209]
W-1088,xnz,L-256,"un, un-átti",Mond,comment,massenbach1962[221]
W-1089,mei,L-256,ə́nngə́l,moon,comment,werner1993[142]
W-1090,pwkn,L-256,*om-t̪i,"moon, month",comment,jakobiA[no. 433]
W-1091,pekn,L-256,*non-t̪i,"moon, month",comment,jakobiA[no. 433]
W-2289,brk,L-256,māl,moon,comment,macmichael1920[204]
W-2939,pnu,L-256,*un-,,comment,rilly2010[no. 107]
W-1092,onw,L-257,oune,"understanding, wisdom",comment,OND[137]
W-1093,fia,L-257,unne,"herz, gedanke, einsicht",comment,reinisch1879[172]
W-1094,xnz,L-257,unyor,"kennen, wissen",comment,massenbach1962[221]
W-1095,dgl,L-257,úñur,"to know, understand",comment,armbruster1965[210]
W-1123,onw,L-257,ouŋi-datt,wisdom,comment,Attiri[2.ii.19]
W-1100,onw,L-258,"ouo(u), ouwwo",two,comment,OND[138]
W-1101,fia,L-258,uwo,zwei,comment,reinisch1879[178]
W-1102,dgl,L-258,óowwi,two,comment,armbruster1965[165]
W-1103,xnz,L-258,owwi,zwei,comment,massenbach1962[204]
W-1104,mei,L-258,ə́ddí,two,comment,werner1993[162]
W-1105,pkn,L-258,*ɔrga?,two,comment,jakobiA[no. 448]
W-15,fia,L-258,arō,twenty,comment,khalil1996a[21]
W-16,onw,L-258,adō,twenty,comment,OND[4]
W-2176,brk,L-258,ullu,two,comment,macmichael1920[198]
W-2369,onw,L-258,ad-inkan,both,comment,OND[4]
W-2370,dgl,L-258,ári,twenty,comment,armbruster1965[18]
W-2913,pnu,L-258,*orr-u < *arr-u,,comment,rilly2010[no. 42]
W-1106,onw,L-259,our,you (pl),comment,OND[138]
W-1107,fia,L-259,"ur, uri",ir,comment,reinisch1879[172]
W-1108,xnz,L-259,ir,Ihr,comment,massenbach1962[177]
W-1109,dgl,L-259,ír,you (pl),comment,armbruster1965[110]
W-1110,mei,L-259,ùnngú,"you (pl), with pl marker",comment,werner1993[138]
W-1111,pkn,L-259,*ur-i,you (pl),comment,jakobiA[no. 609]
W-2164,brk,L-259,udi,you (pl),comment,thelwall1977[208]
W-2826,pnu,L-259,*igi ~ *ugi (E: +*r),,comment,rilly2010[no. 200]
W-1973,pkn,L-26,*ab-t̪i,wing,comment,jakobiA[no. 344]
W-2161,brk,L-26,"awarti, pl. awaare",wing,comment,thelwall1977[207]
W-330,mei,L-26,áwár,wing,comment,werner1993[83]
W-77,onw,L-26,"aueir, awour, aur",wing,comment,OND[14]
W-78,fia,L-26,awir,"achsel,flügel",comment,reinisch1879[15]
W-79,dgl,L-26,"áur, áwir",wing; branch,comment,armbruster1965[24]
W-80,xnz,L-26,áwir,"Flügel, Achsel",comment,massenbach1962[147]
W-1112,onw,L-260,our,to oppress,comment,OND[139]
W-1113,fia,L-260,"ur, urr",sich mit dem ganzen körpergewicht auf etwas sezen,comment,reinisch1879[173]
W-1114,xnz,L-260,"urre, urri","pressen, drücken, bedecken",comment,massenbach1962[222]
W-1115,onw,L-261,ou(r)p-ar,"to cause to fall, overthrow",comment,OND[140]
W-1116,fia,L-261,uub,sich beugen,comment,reinisch1879[167]
W-1098,mei,L-262,úkkáhèm,to bear a child,comment,werner1993[137]
W-1117,onw,L-262,"ousk-ar, -our",to place,comment,OND[141]
W-1118,xnz,L-262,usk-ur,"setzen, legen, stellen",comment,massenbach1962[222]
W-1119,dgl,L-262,úsk-ur,"set, place; set down",comment,armbruster1965[212]
W-1120,fia,L-262,usk-ir,"stellen, legen",comment,reinisch1879[176]
W-2392,dgl,L-262,úsk(i),"to bear, have a child",comment,armbruster1965[212]
W-2393,mei,L-262,ùkkùrhèm,"to lay, put, set",comment,werner1993[137]
W-2945,pnu,L-262,*us-k-,,comment,rilly2010[no. 56]
W-1121,onw,L-263,"ousk-ar, -our","to lay, put, hold, deposit",comment,OND[141]
W-1122,fia,L-263,ud,"legen, eingiessen, auflegen",comment,reinisch1879[167]
W-1791,pkn,L-263,*uɟ,to lay down,comment,jakobiA[no. 99]
W-1792,mei,L-263,ùkkùrhèm,"to lay, put, set",comment,werner1993[137]
W-1793,dgl,L-263,úsk-ur,"to set, place, put down",comment,armbruster1965[212]
W-1794,xnz,L-263,uskur,"legen, stellen",comment,massenbach1962[222]
W-1124,onw,L-264,ouph-our,"to blow, puff",comment,Attiri[3.i.2]
W-1125,dgl,L-264,úffe,"to blow, puff, hiss",comment,armbruster1965[207]
W-1126,xnz,L-264,uffi,blasen,comment,massenbach1962[221]
W-1127,fia,L-264,uff,"blasen, hauchen",comment,reinisch1879[168]
W-1128,mei,L-264,pùppàhèm,to blow,comment,werner1993[118]
W-1129,onw,L-265,"pag, pak","to divide, distribute",comment,OND[142]
W-1130,onw,L-265,"pikit, pigit",share,comment,OND[151]
W-1131,onw,L-265,pakkatt,share; half,comment,OND[142]
W-1132,fia,L-265,fag,in zwei hälften teilen,comment,reinisch1879[39]
W-1133,fia,L-265,fagátti,hälfte,comment,reinisch1879[39]
W-1134,xnz,L-265,báag,teilen,comment,massenbach1962[147]
W-1135,dgl,L-265,bág,"to distribute, deal out in shares",comment,armbruster1965[26]
W-1136,dgl,L-265,báag,"to divide, divide into shares",comment,armbruster1965[27]
W-1137,mei,L-265,pòyyíhèm,to divide,comment,werner1993[118]
W-2375,pkn,L-265,*fuk-?,to divide,comment,jakobiA[no. 0]
W-2757,pnu,L-265,*baag-,,comment,rilly2010[no. 45]
W-1138,onw,L-266,parañ,"sword, pre-Nubian",comment,OND[143]
W-1139,fia,L-266,farañ,"schwert, säbel, pre-Nubian",comment,reinisch1879[40]
W-1140,onw,L-267,padeiñ,"to transgress, pre-Nubian",comment,OND[143]
W-1141,fia,L-267,farññ,"übersteigen, überschreiten, pre-Nubian?",comment,khalil1996a[116]
W-1147,onw,L-269,pali,onion,comment,OND[143]
W-1148,dgl,L-269,bílle,onion,comment,armbruster1965[36]
W-1149,fia,L-269,"file, fele",Zwiebel ?,comment,khalil1996a[114]
W-1150,xnz,L-269,bíllee,Zwiebel,comment,massenbach1962[151]
W-1151,mei,L-269,básál,onion,comment,werner1993[84]
W-1152,onw,L-270,pal,to be wide,comment,OND[143]
W-1153,fia,L-270,falee,"die wüste, steppe",comment,reinisch1879[39]
W-1154,onw,L-270,pal-kit,sea,comment,OND[143]
W-1966,dgl,L-270,bójo,"broad, wide",comment,armbruster1965[38]
W-1967,pkn,L-270,*faɟ-ɛ,wide,comment,jakobiA[570]
W-1968,xnz,L-270,bójo,breit,comment,massenbach1962[152]
W-1969,xnz,L-270,bócci,"das freie Land, die Außenseite",comment,massenbach1962[152]
W-1970,dgl,L-270,bócci,"exterior, outside",comment,armbruster1965[37]
W-1971,mei,L-270,párár,outside,comment,werner1993[112]
W-1972,mei,L-270,pàlà,outside,comment,werner1993[112]
W-1155,onw,L-271,pan-ni,ploughs,comment,OND[144]
W-1156,onw,L-271,pa(r),to write,comment,OND[145]
W-1157,fia,L-271,faj,schreiben,comment,reinisch1879[39]
W-1158,fia,L-271,fay,schreiden,comment,reinisch1879[41]
W-1159,dgl,L-271,báaj,"to write, inscribe",comment,armbruster1965[27]
W-1160,dgl,L-271,báar,to scratch,comment,armbruster1965[29]
W-1161,xnz,L-271,báaj,"schreiben, malen, schminken",comment,massenbach1962[148]
W-1162,xnz,L-271,báar,schärfen,comment,massenbach1962[148]
W-1164,pkn,L-271,*kɛl-,to write,comment,jakobiA[no. 159]
W-1165,onw,L-272,pau(ou),"power, authority",comment,OND[144]
W-2305,fia,L-272,faaw,"getötet, ausgelöscht, vernichtet werden",comment,khalil1996a[117]
W-1167,onw,L-273,pap,father,comment,OND[144]
W-1168,fia,L-273,fab,vater,comment,reinisch1879[38]
W-1169,dgl,L-273,báab,father,comment,armbruster1965[25]
W-1170,xnz,L-273,báab,Vater,comment,massenbach1962[147]
W-1171,mei,L-273,àbbá,father,comment,werner1993[75]
W-1172,pkn,L-273,*fab-a,father,comment,jakobiA[no. 114]
W-2039,brk,L-273,fabi,father,comment,thelwall1977[201]
W-2571,mei,L-273,pá(a),"father, owner",comment,werner1993[111]
W-2572,onw,L-273,apol,my father,comment,OND[16]
W-2573,fia,L-273,ábo,my father,comment,khalil1996a[20]
W-2574,xnz,L-273,abu,father,comment,massenbach1962[141]
W-2756,pnu,L-273,*baab(-Vn) (*aboo),,comment,rilly2010[no. 140]
W-1173,onw,L-274,"par, paar",old,comment,OND[146]
W-1174,fia,L-274,faar,alt (von gegenständen),comment,reinisch1879[40]
W-1175,mei,L-274,pérré,old,comment,werner1993[115]
W-2759,pnu,L-274,*baar-,,comment,rilly2010[no. 195]
W-1181,onw,L-275,park,"valley, cultivated depression",comment,OND[146]
W-1182,fia,L-275,fárki,"wasserrinne im felde, zum zweck der bewasserung, wassercanal",comment,reinisch1879[40]
W-1183,onw,L-276,parre,"land, plot",comment,OND[147]
W-1184,fia,L-276,farre,,comment,
W-1185,onw,L-277,pass,dried-up watercourse,comment,OND[147]
W-1186,fia,L-277,fase,,comment,
W-1187,onw,L-278,paš(š),to separate,comment,OND[147]
W-1188,xnz,L-278,báaš,"teilen, spalten, abspalten",comment,massenbach1962[149]
W-1189,onw,L-278,paj(j),to divide,comment,OND[147]
W-1190,onw,L-279,paj(j),to cease,comment,OND[147]
W-1191,xnz,L-279,báaj,"fertig sein, zu Ende sein",comment,massenbach1962[148]
W-1192,dgl,L-279,báaj,to divorce,comment,armbruster1965[28]
W-1194,mei,L-279,pìrtírhèm,"to divorce, let go",comment,werner1993[116]
W-83,onw,L-28,au(r)out,"alone, self",comment,OND[15]
W-84,xnz,L-28,agūde,only,comment,
W-1193,onw,L-280,pajj,to rise (of the sun),comment,OND[148]
W-1195,xnz,L-280,báaj,aufgehen,comment,massenbach1962[148]
W-1197,xnz,L-280,masil baajée,sunrise,comment,massenbach1962[148]
W-1198,onw,L-281,"pe(l), pi(l), peei","to grow, produce",comment,OND[148]
W-1199,fia,L-281,fey,"aufgehen, von sonne, mond, sternen; von korn, gewächsen",comment,reinisch1879[42]
W-1200,dgl,L-281,bél,"to issue, emerge, come out; go up (of heavenly bodies)",comment,armbruster1965[32]
W-1201,dgl,L-281,bel,"auskommen, entstehen, wachsen, reifen",comment,massenbach1962[150]
W-1202,onw,L-281,"pel, pil",to come out,comment,OND[148]
W-2661,onw,L-281,pal,to come out,comment,OND[143]
W-2662,fia,L-281,fal,"hinausgehen, aufgehen",comment,khalil1996a[114]
W-2663,mei,L-281,pòddìhêm,"to fall, to set (sun)",comment,werner1993[117]
W-2664,pkn,L-281,*fol-,"to rise (sun), to get out",comment,jakobiA[no. 429a]
W-2760,pnu,L-281,*bal-,,comment,rilly2010[no. 175]
W-1203,onw,L-282,peu,to loosen,comment,OND[149]
W-1204,xnz,L-282,béew,"lösen, erlösen",comment,massenbach1962[151]
W-1205,dgl,L-282,béeu,"to unravel, unwind, disentangle, reconcile",comment,armbruster1965[35]
W-1206,onw,L-283,pet(t)i,"date, date palm",comment,OND[150]
W-1207,fia,L-283,"fénti, fétti",dattel,comment,reinisch1879[42]
W-1208,dgl,L-283,bénti,date palm and fruit,comment,armbruster1965[33]
W-1209,xnz,L-283,betti,"Dattel, Dattelpalme",comment,massenbach1962[151]
W-1210,onw,L-284,pi,"to be, lie, remain",comment,OND[150]
W-1211,fia,L-284,fii,"sein, ligen, bleiben (stative)",comment,reinisch1879[42]
W-1212,onw,L-285,pidt,friend,comment,OND[151]
W-1213,mei,L-285,pó(o)r,friend,comment,werner1993[117]
W-1214,xnz,L-285,bar,"wählen, reinigen",comment,massenbach1962[149]
W-1215,dgl,L-285,bár,"to sort, select",comment,armbruster1965[29]
W-1216,fia,L-285,far,,comment,
W-1218,onw,L-286,pikk,to awaken,comment,OND[151]
W-1219,fia,L-286,fik,erwachen vom schlafe,comment,reinisch1879[43]
W-1220,mei,L-286,pèccìhêm,"to wake up, get up",comment,werner1993[114]
W-1238,onw,L-286,pokk,to open ?,comment,OND[154]
W-1222,onw,L-287,pill,to shine,comment,OND[152]
W-1223,dgl,L-287,bilínc(i),"to sparkle, glitter, gleam",comment,armbruster1965[36]
W-1224,onw,L-287,p(i)let,lightning,comment,OND[152]
W-1225,fia,L-287,fílit,"blizen, wetternleuchten",comment,reinisch1879[43]
